gene	module
ENSG00000250241	ME0
ENSG00000250254	ME0
ENSG00000250256	ME0
ENSG00000250260	ME0
ENSG00000250264	ME0
ENSG00000250274	ME4
ENSG00000250280	ME0
ENSG00000250284	ME0
ENSG00000250286	ME0
ENSG00000250302	ME0
ENSG00000250303	ME1
ENSG00000250305	ME2
ENSG00000250312	ME1
ENSG00000250313	ME2
ENSG00000250317	ME1
ENSG00000250320	ME0
ENSG00000250326	ME1
ENSG00000250328	ME0
ENSG00000250331	ME0
ENSG00000250333	ME2
ENSG00000250334	ME15
ENSG00000250337	ME22
ENSG00000250338	ME0
ENSG00000250348	ME15
ENSG00000250358	ME2
ENSG00000250361	ME0
ENSG00000250365	ME0
ENSG00000250366	ME11
ENSG00000250371	ME0
ENSG00000250383	ME0
ENSG00000250387	ME5
ENSG00000250390	ME2
ENSG00000250397	ME2
ENSG00000250407	ME0
ENSG00000250410	ME0
ENSG00000250415	ME8
ENSG00000250423	ME0
ENSG00000250427	ME0
ENSG00000250433	ME0
ENSG00000250456	ME1
ENSG00000250479	ME2
ENSG00000250486	ME2
ENSG00000250490	ME0
ENSG00000250493	ME0
ENSG00000250497	ME2
ENSG00000250501	ME1
ENSG00000250506	ME1
ENSG00000250508	ME0
ENSG00000250509	ME0
ENSG00000250510	ME5
ENSG00000250514	ME2
ENSG00000250519	ME0
ENSG00000250522	ME0
ENSG00000250546	ME0
ENSG00000250548	ME0
ENSG00000250565	ME1
ENSG00000250571	ME1
ENSG00000250577	ME2
ENSG00000250584	ME1
ENSG00000250585	ME0
ENSG00000250602	ME0
ENSG00000250608	ME0
ENSG00000250616	ME2
ENSG00000250626	ME0
ENSG00000250634	ME0
ENSG00000250635	ME0
ENSG00000250643	ME6
ENSG00000250644	ME3
ENSG00000250658	ME0
ENSG00000250659	ME0
ENSG00000250673	ME0
ENSG00000250685	ME0
ENSG00000250686	ME0
ENSG00000250696	ME0
ENSG00000250699	ME0
ENSG00000250704	ME0
ENSG00000250706	ME0
ENSG00000250714	ME3
ENSG00000250722	ME0
ENSG00000250723	ME0
ENSG00000250733	ME0
ENSG00000250739	ME21
ENSG00000250742	ME0
ENSG00000250748	ME1
ENSG00000250754	ME0
ENSG00000250764	ME0
ENSG00000250781	ME0
ENSG00000250786	ME0
ENSG00000250790	ME2
ENSG00000250791	ME0
ENSG00000250802	ME2
ENSG00000250803	ME0
ENSG00000250820	ME0
ENSG00000250829	ME0
ENSG00000250831	ME0
ENSG00000250850	ME1
ENSG00000250855	ME0
ENSG00000250865	ME0
ENSG00000250874	ME0
ENSG00000250882	ME0
ENSG00000250899	ME0
ENSG00000250900	ME0
ENSG00000250903	ME6
ENSG00000250910	ME2
ENSG00000250917	ME0
ENSG00000250938	ME0
ENSG00000250945	ME7
ENSG00000250947	ME0
ENSG00000250948	ME1
ENSG00000250950	ME0
ENSG00000250954	ME0
ENSG00000250974	ME0
ENSG00000250988	ME27
ENSG00000250992	ME0
ENSG00000250999	ME0
ENSG00000251002	ME1
ENSG00000251003	ME0
ENSG00000251009	ME7
ENSG00000251022	ME6
ENSG00000251023	ME0
ENSG00000251026	ME0
ENSG00000251031	ME0
ENSG00000251034	ME0
ENSG00000251039	ME7
ENSG00000251048	ME0
ENSG00000251059	ME0
ENSG00000251095	ME0
ENSG00000251126	ME0
ENSG00000251127	ME4
ENSG00000251129	ME0
ENSG00000251131	ME0
ENSG00000251136	ME0
ENSG00000251138	ME0
ENSG00000251141	ME0
ENSG00000251143	ME1
ENSG00000251148	ME0
ENSG00000251152	ME0
ENSG00000251161	ME3
ENSG00000251165	ME0
ENSG00000251168	ME0
ENSG00000251169	ME0
ENSG00000251175	ME0
ENSG00000251179	ME0
ENSG00000251184	ME0
ENSG00000251185	ME0
ENSG00000251187	ME30
ENSG00000251192	ME2
ENSG00000251194	ME6
ENSG00000251201	ME3
ENSG00000251209	ME4
ENSG00000251216	ME0
ENSG00000251221	ME5
ENSG00000251226	ME0
ENSG00000251230	ME16
ENSG00000251244	ME0
ENSG00000251247	ME16
ENSG00000251249	ME0
ENSG00000251259	ME4
ENSG00000251273	ME2
ENSG00000251287	ME5
ENSG00000251292	ME0
ENSG00000251293	ME0
ENSG00000251298	ME0
ENSG00000251301	ME12
ENSG00000251307	ME0
ENSG00000251311	ME1
ENSG00000251314	ME0
ENSG00000251320	ME1
ENSG00000251322	ME2
ENSG00000251323	ME2
ENSG00000251330	ME0
ENSG00000251339	ME0
ENSG00000251349	ME2
ENSG00000251350	ME7
ENSG00000251363	ME0
ENSG00000251364	ME1
ENSG00000251365	ME0
ENSG00000251369	ME6
ENSG00000251372	ME0
ENSG00000251376	ME0
ENSG00000251377	ME0
ENSG00000251379	ME30
ENSG00000251380	ME0
ENSG00000251381	ME0
ENSG00000251383	ME0
ENSG00000251396	ME0
ENSG00000251405	ME2
ENSG00000251408	ME1
ENSG00000251413	ME0
ENSG00000251417	ME2
ENSG00000251421	ME0
ENSG00000251423	ME0
ENSG00000251432	ME0
ENSG00000251434	ME0
ENSG00000251442	ME4
ENSG00000251450	ME9
ENSG00000251455	ME0
ENSG00000251459	ME0
ENSG00000251460	ME2
ENSG00000251471	ME0
ENSG00000251493	ME0
ENSG00000251497	ME0
ENSG00000251503	ME0
ENSG00000251504	ME0
ENSG00000251511	ME0
ENSG00000251513	ME11
ENSG00000251517	ME0
ENSG00000251527	ME0
ENSG00000251532	ME0
ENSG00000251533	ME0
ENSG00000251536	ME0
ENSG00000251537	ME0
ENSG00000251538	ME2
ENSG00000251546	ME7
ENSG00000251555	ME1
ENSG00000251562	ME5
ENSG00000251569	ME0
ENSG00000251574	ME0
ENSG00000251576	ME0
ENSG00000251580	ME1
ENSG00000251584	ME34
ENSG00000251586	ME0
ENSG00000251598	ME0
ENSG00000251600	ME5
ENSG00000251602	ME0
ENSG00000251613	ME0
ENSG00000251615	ME1
ENSG00000251620	ME0
ENSG00000251629	ME0
ENSG00000251632	ME0
ENSG00000251637	ME0
ENSG00000251660	ME0
ENSG00000251661	ME0
ENSG00000251665	ME0
ENSG00000251666	ME5
ENSG00000251687	ME0
ENSG00000251688	ME0
ENSG00000251692	ME2
ENSG00000251728	ME2
ENSG00000251733	ME0
ENSG00000251739	ME0
ENSG00000251791	ME31
ENSG00000251819	ME1
ENSG00000251821	ME0
ENSG00000251867	ME0
ENSG00000251877	ME0
ENSG00000251913	ME0
ENSG00000251916	ME0
ENSG00000251961	ME0
ENSG00000251988	ME1
ENSG00000251992	ME0
ENSG00000252010	ME31
ENSG00000252040	ME0
ENSG00000252050	ME1
ENSG00000252106	ME0
ENSG00000252139	ME0
ENSG00000252155	ME25
ENSG00000252184	ME0
ENSG00000252198	ME0
ENSG00000252206	ME0
ENSG00000252212	ME0
ENSG00000252255	ME0
ENSG00000252311	ME12
ENSG00000252361	ME0
ENSG00000252367	ME16
ENSG00000252390	ME0
ENSG00000252391	ME2
ENSG00000252396	ME5
ENSG00000252414	ME0
ENSG00000252421	ME11
ENSG00000252464	ME5
ENSG00000252473	ME1
ENSG00000252481	ME1
ENSG00000252498	ME1
ENSG00000252542	ME0
ENSG00000252558	ME0
ENSG00000252561	ME1
ENSG00000252614	ME0
ENSG00000252615	ME1
ENSG00000252619	ME3
ENSG00000252620	ME2
ENSG00000252652	ME2
ENSG00000252658	ME1
ENSG00000252690	ME2
ENSG00000252699	ME0
ENSG00000252759	ME6
ENSG00000252784	ME0
ENSG00000252821	ME0
ENSG00000252835	ME0
ENSG00000252859	ME1
ENSG00000252874	ME0
ENSG00000252892	ME0
ENSG00000252906	ME0
ENSG00000252933	ME0
ENSG00000252947	ME0
ENSG00000252965	ME0
ENSG00000253015	ME3
ENSG00000253047	ME0
ENSG00000253051	ME0
ENSG00000253092	ME0
ENSG00000253103	ME30
ENSG00000253106	ME10
ENSG00000253111	ME0
ENSG00000253123	ME0
ENSG00000253125	ME0
ENSG00000253133	ME0
ENSG00000253138	ME0
ENSG00000253140	ME0
ENSG00000253141	ME0
ENSG00000253154	ME1
ENSG00000253159	ME0
ENSG00000253161	ME0
ENSG00000253165	ME0
ENSG00000253168	ME0
ENSG00000253174	ME0
ENSG00000253187	ME0
ENSG00000253188	ME6
ENSG00000253194	ME2
ENSG00000253200	ME0
ENSG00000253210	ME4
ENSG00000253214	ME0
ENSG00000253227	ME0
ENSG00000253230	ME1
ENSG00000253238	ME0
ENSG00000253250	ME0
ENSG00000253251	ME2
ENSG00000253260	ME0
ENSG00000253263	ME0
ENSG00000253276	ME4
ENSG00000253279	ME2
ENSG00000253282	ME0
ENSG00000253284	ME0
ENSG00000253288	ME0
ENSG00000253291	ME1
ENSG00000253293	ME0
ENSG00000253297	ME3
ENSG00000253300	ME0
ENSG00000253301	ME0
ENSG00000253302	ME5
ENSG00000253305	ME0
ENSG00000253307	ME1
ENSG00000253311	ME0
ENSG00000253313	ME0
ENSG00000253315	ME18
ENSG00000253317	ME0
ENSG00000253320	ME0
ENSG00000253327	ME1
ENSG00000253331	ME0
ENSG00000253334	ME0
ENSG00000253344	ME2
ENSG00000253348	ME0
ENSG00000253352	ME1
ENSG00000253363	ME0
ENSG00000253364	ME29
ENSG00000253368	ME4
ENSG00000253372	ME1
ENSG00000253376	ME0
ENSG00000253389	ME0
ENSG00000253390	ME0
ENSG00000253392	ME6
ENSG00000253394	ME0
ENSG00000253395	ME0
ENSG00000253404	ME0
ENSG00000253406	ME2
ENSG00000253408	ME1
ENSG00000253409	ME1
ENSG00000253424	ME0
ENSG00000253430	ME1
ENSG00000253437	ME0
ENSG00000253438	ME0
ENSG00000253447	ME0
ENSG00000253449	ME0
ENSG00000253452	ME0
ENSG00000253474	ME0
ENSG00000253475	ME1
ENSG00000253476	ME5
ENSG00000253484	ME0
ENSG00000253485	ME0
ENSG00000253490	ME0
ENSG00000253500	ME2
ENSG00000253503	ME0
ENSG00000253505	ME0
ENSG00000253506	ME0
ENSG00000253507	ME0
ENSG00000253515	ME0
ENSG00000253519	ME0
ENSG00000253521	ME0
ENSG00000253522	ME0
ENSG00000253532	ME2
ENSG00000253535	ME11
ENSG00000253537	ME0
ENSG00000253549	ME0
ENSG00000253552	ME0
ENSG00000253553	ME0
ENSG00000253554	ME17
ENSG00000253557	ME0
ENSG00000253559	ME0
ENSG00000253577	ME0
ENSG00000253582	ME0
ENSG00000253583	ME0
ENSG00000253586	ME0
ENSG00000253598	ME0
ENSG00000253604	ME0
ENSG00000253614	ME25
ENSG00000253616	ME2
ENSG00000253619	ME0
ENSG00000253626	ME0
ENSG00000253632	ME0
ENSG00000253633	ME7
ENSG00000253636	ME5
ENSG00000253641	ME8
ENSG00000253642	ME0
ENSG00000253647	ME0
ENSG00000253649	ME0
ENSG00000253653	ME0
ENSG00000253669	ME8
ENSG00000253671	ME2
ENSG00000253673	ME0
ENSG00000253686	ME0
ENSG00000253688	ME0
ENSG00000253690	ME1
ENSG00000253696	ME0
ENSG00000253704	ME10
ENSG00000253706	ME0
ENSG00000253708	ME0
ENSG00000253710	ME1
ENSG00000253712	ME0
ENSG00000253715	ME0
ENSG00000253716	ME1
ENSG00000253719	ME34
ENSG00000253729	ME16
ENSG00000253731	ME0
ENSG00000253733	ME0
ENSG00000253734	ME0
ENSG00000253736	ME4
ENSG00000253737	ME0
ENSG00000253738	ME1
ENSG00000253739	ME0
ENSG00000253741	ME1
ENSG00000253745	ME0
ENSG00000253746	ME0
ENSG00000253754	ME0
ENSG00000253764	ME0
ENSG00000253766	ME0
ENSG00000253767	ME4
ENSG00000253773	ME0
ENSG00000253775	ME0
ENSG00000253796	ME0
ENSG00000253797	ME1
ENSG00000253799	ME0
ENSG00000253807	ME0
ENSG00000253825	ME33
ENSG00000253829	ME0
ENSG00000253836	ME0
ENSG00000253837	ME0
ENSG00000253846	ME0
ENSG00000253853	ME0
ENSG00000253854	ME6
ENSG00000253865	ME1
ENSG00000253872	ME0
ENSG00000253873	ME0
ENSG00000253875	ME0
ENSG00000253878	ME7
ENSG00000253879	ME0
ENSG00000253880	ME0
ENSG00000253891	ME11
ENSG00000253893	ME0
ENSG00000253894	ME0
ENSG00000253896	ME0
ENSG00000253898	ME3
ENSG00000253910	ME4
ENSG00000253917	ME0
ENSG00000253924	ME1
ENSG00000253931	ME0
ENSG00000253932	ME1
ENSG00000253948	ME1
ENSG00000253958	ME4
ENSG00000253961	ME0
ENSG00000253967	ME0
ENSG00000253968	ME0
ENSG00000253980	ME0
ENSG00000253982	ME0
ENSG00000253988	ME0
ENSG00000254001	ME0
ENSG00000254004	ME1
ENSG00000254006	ME0
ENSG00000254020	ME0
ENSG00000254027	ME1
ENSG00000254028	ME0
ENSG00000254034	ME0
ENSG00000254042	ME0
ENSG00000254044	ME0
ENSG00000254057	ME0
ENSG00000254080	ME2
ENSG00000254081	ME0
ENSG00000254087	ME1
ENSG00000254093	ME1
ENSG00000254094	ME0
ENSG00000254095	ME0
ENSG00000254099	ME4
ENSG00000254101	ME0
ENSG00000254119	ME0
ENSG00000254126	ME0
ENSG00000254139	ME0
ENSG00000254153	ME6
ENSG00000254154	ME4
ENSG00000254162	ME0
ENSG00000254165	ME2
ENSG00000254166	ME1
ENSG00000254186	ME1
ENSG00000254187	ME0
ENSG00000254194	ME0
ENSG00000254202	ME0
ENSG00000254206	ME0
ENSG00000254207	ME0
ENSG00000254211	ME0
ENSG00000254219	ME0
ENSG00000254222	ME1
ENSG00000254226	ME0
ENSG00000254231	ME1
ENSG00000254233	ME1
ENSG00000254237	ME0
ENSG00000254242	ME0
ENSG00000254248	ME0
ENSG00000254251	ME0
ENSG00000254254	ME0
ENSG00000254258	ME0
ENSG00000254261	ME2
ENSG00000254271	ME0
ENSG00000254275	ME0
ENSG00000254277	ME0
ENSG00000254287	ME0
ENSG00000254288	ME8
ENSG00000254295	ME0
ENSG00000254298	ME0
ENSG00000254299	ME1
ENSG00000254303	ME0
ENSG00000254314	ME4
ENSG00000254315	ME0
ENSG00000254319	ME0
ENSG00000254325	ME0
ENSG00000254330	ME0
ENSG00000254337	ME0
ENSG00000254339	ME0
ENSG00000254340	ME0
ENSG00000254341	ME0
ENSG00000254343	ME0
ENSG00000254349	ME0
ENSG00000254362	ME1
ENSG00000254363	ME0
ENSG00000254366	ME0
ENSG00000254367	ME0
ENSG00000254389	ME0
ENSG00000254396	ME0
ENSG00000254397	ME0
ENSG00000254400	ME2
ENSG00000254402	ME0
ENSG00000254409	ME2
ENSG00000254413	ME0
ENSG00000254415	ME4
ENSG00000254416	ME0
ENSG00000254418	ME0
ENSG00000254419	ME2
ENSG00000254427	ME0
ENSG00000254428	ME0
ENSG00000254431	ME2
ENSG00000254440	ME0
ENSG00000254444	ME2
ENSG00000254447	ME0
ENSG00000254450	ME0
ENSG00000254459	ME0
ENSG00000254461	ME0
ENSG00000254462	ME0
ENSG00000254467	ME0
ENSG00000254468	ME0
ENSG00000254469	ME1
ENSG00000254470	ME4
ENSG00000254473	ME0
ENSG00000254477	ME4
ENSG00000254484	ME1
ENSG00000254485	ME2
ENSG00000254486	ME0
ENSG00000254488	ME0
ENSG00000254505	ME1
ENSG00000254518	ME0
ENSG00000254519	ME0
ENSG00000254521	ME2
ENSG00000254526	ME0
ENSG00000254528	ME4
ENSG00000254531	ME7
ENSG00000254536	ME0
ENSG00000254539	ME1
ENSG00000254551	ME0
ENSG00000254553	ME2
ENSG00000254554	ME4
ENSG00000254556	ME0
ENSG00000254557	ME0
ENSG00000254560	ME0
ENSG00000254561	ME2
ENSG00000254568	ME0
ENSG00000254577	ME1
ENSG00000254584	ME0
ENSG00000254587	ME0
ENSG00000254592	ME1
ENSG00000254598	ME0
ENSG00000254599	ME0
ENSG00000254602	ME0
ENSG00000254604	ME0
ENSG00000254605	ME0
ENSG00000254614	ME0
ENSG00000254615	ME17
ENSG00000254622	ME0
ENSG00000254635	ME5
ENSG00000254639	ME4
ENSG00000254641	ME1
ENSG00000254648	ME0
ENSG00000254653	ME0
ENSG00000254665	ME0
ENSG00000254673	ME0
ENSG00000254675	ME0
ENSG00000254676	ME2
ENSG00000254682	ME17
ENSG00000254685	ME1
ENSG00000254689	ME1
ENSG00000254691	ME0
ENSG00000254692	ME0
ENSG00000254694	ME0
ENSG00000254698	ME6
ENSG00000254699	ME1
ENSG00000254703	ME4
ENSG00000254709	ME7
ENSG00000254718	ME0
ENSG00000254726	ME10
ENSG00000254732	ME1
ENSG00000254737	ME0
ENSG00000254739	ME2
ENSG00000254741	ME0
ENSG00000254744	ME0
ENSG00000254757	ME0
ENSG00000254760	ME12
ENSG00000254772	ME8
ENSG00000254777	ME2
ENSG00000254788	ME2
ENSG00000254790	ME0
ENSG00000254791	ME1
ENSG00000254802	ME7
ENSG00000254804	ME0
ENSG00000254806	ME1
ENSG00000254810	ME1
ENSG00000254812	ME0
ENSG00000254815	ME0
ENSG00000254820	ME1
ENSG00000254821	ME0
ENSG00000254826	ME3
ENSG00000254827	ME4
ENSG00000254837	ME2
ENSG00000254842	ME1
ENSG00000254852	ME1
ENSG00000254855	ME2
ENSG00000254858	ME0
ENSG00000254859	ME0
ENSG00000254860	ME0
ENSG00000254862	ME0
ENSG00000254870	ME0
ENSG00000254872	ME2
ENSG00000254873	ME0
ENSG00000254876	ME3
ENSG00000254885	ME0
ENSG00000254887	ME1
ENSG00000254896	ME1
ENSG00000254901	ME1
ENSG00000254907	ME0
ENSG00000254910	ME0
ENSG00000254911	ME6
ENSG00000254928	ME10
ENSG00000254929	ME0
ENSG00000254934	ME1
ENSG00000254936	ME0
ENSG00000254951	ME0
ENSG00000254952	ME2
ENSG00000254959	ME0
ENSG00000254966	ME1
ENSG00000254968	ME2
ENSG00000254971	ME0
ENSG00000254972	ME0
ENSG00000254973	ME0
ENSG00000254979	ME3
ENSG00000254983	ME0
ENSG00000254985	ME1
ENSG00000254986	ME1
ENSG00000254988	ME0
ENSG00000254989	ME0
ENSG00000254990	ME0
ENSG00000254991	ME1
ENSG00000254995	ME2
ENSG00000254996	ME4
ENSG00000254997	ME0
ENSG00000254999	ME5
ENSG00000255002	ME1
ENSG00000255004	ME1
ENSG00000255008	ME0
ENSG00000255020	ME0
ENSG00000255021	ME2
ENSG00000255026	ME34
ENSG00000255031	ME4
ENSG00000255036	ME26
ENSG00000255038	ME0
ENSG00000255043	ME0
ENSG00000255045	ME2
ENSG00000255046	ME0
ENSG00000255052	ME0
ENSG00000255054	ME2
ENSG00000255062	ME0
ENSG00000255067	ME0
ENSG00000255072	ME1
ENSG00000255073	ME1
ENSG00000255076	ME0
ENSG00000255081	ME0
ENSG00000255082	ME0
ENSG00000255084	ME4
ENSG00000255087	ME0
ENSG00000255089	ME1
ENSG00000255092	ME1
ENSG00000255094	ME0
ENSG00000255101	ME9
ENSG00000255104	ME0
ENSG00000255112	ME10
ENSG00000255118	ME0
ENSG00000255121	ME1
ENSG00000255135	ME3
ENSG00000255139	ME0
ENSG00000255142	ME1
ENSG00000255145	ME2
ENSG00000255146	ME1
ENSG00000255150	ME1
ENSG00000255152	ME2
ENSG00000255153	ME0
ENSG00000255154	ME1
ENSG00000255158	ME1
ENSG00000255165	ME0
ENSG00000255171	ME0
ENSG00000255176	ME0
ENSG00000255182	ME0
ENSG00000255197	ME4
ENSG00000255198	ME2
ENSG00000255202	ME0
ENSG00000255221	ME7
ENSG00000255224	ME1
ENSG00000255234	ME5
ENSG00000255237	ME0
ENSG00000255240	ME1
ENSG00000255245	ME0
ENSG00000255246	ME0
ENSG00000255248	ME0
ENSG00000255251	ME0
ENSG00000255252	ME3
ENSG00000255256	ME0
ENSG00000255258	ME0
ENSG00000255267	ME0
ENSG00000255269	ME0
ENSG00000255274	ME0
ENSG00000255275	ME0
ENSG00000255276	ME0
ENSG00000255284	ME2
ENSG00000255289	ME0
ENSG00000255292	ME0
ENSG00000255299	ME1
ENSG00000255302	ME1
ENSG00000255310	ME1
ENSG00000255314	ME0
ENSG00000255320	ME0
ENSG00000255325	ME0
ENSG00000255328	ME0
ENSG00000255330	ME26
ENSG00000255332	ME5
ENSG00000255334	ME0
ENSG00000255335	ME0
ENSG00000255337	ME0
ENSG00000255339	ME0
ENSG00000255343	ME0
ENSG00000255345	ME0
ENSG00000255346	ME0
ENSG00000255348	ME0
ENSG00000255355	ME0
ENSG00000255363	ME4
ENSG00000255367	ME0
ENSG00000255372	ME0
ENSG00000255374	ME0
ENSG00000255384	ME0
ENSG00000255389	ME1
ENSG00000255394	ME0
ENSG00000255395	ME0
ENSG00000255398	ME21
ENSG00000255409	ME2
ENSG00000255418	ME0
ENSG00000255421	ME0
ENSG00000255422	ME5
ENSG00000255423	ME1
ENSG00000255428	ME0
ENSG00000255432	ME0
ENSG00000255435	ME0
ENSG00000255438	ME6
ENSG00000255439	ME0
ENSG00000255441	ME12
ENSG00000255443	ME0
ENSG00000255446	ME4
ENSG00000255448	ME0
ENSG00000255449	ME0
ENSG00000255455	ME5
ENSG00000255456	ME0
ENSG00000255458	ME0
ENSG00000255468	ME0
ENSG00000255474	ME0
ENSG00000255476	ME1
ENSG00000255478	ME1
ENSG00000255479	ME0
ENSG00000255484	ME0
ENSG00000255487	ME1
ENSG00000255491	ME4
ENSG00000255495	ME9
ENSG00000255501	ME0
ENSG00000255508	ME0
ENSG00000255512	ME1
ENSG00000255517	ME3
ENSG00000255520	ME1
ENSG00000255521	ME4
ENSG00000255524	ME0
ENSG00000255526	ME1
ENSG00000255529	ME22
ENSG00000255537	ME0
ENSG00000255545	ME0
ENSG00000255552	ME0
ENSG00000255558	ME23
ENSG00000255559	ME0
ENSG00000255561	ME0
ENSG00000255565	ME0
ENSG00000255568	ME0
ENSG00000255569	ME1
ENSG00000255571	ME20
ENSG00000255587	ME4
ENSG00000255595	ME2
ENSG00000255608	ME5
ENSG00000255621	ME0
ENSG00000255639	ME3
ENSG00000255641	ME12
ENSG00000255647	ME0
ENSG00000255652	ME0
ENSG00000255655	ME0
ENSG00000255663	ME1
ENSG00000255666	ME0
ENSG00000255670	ME0
ENSG00000255689	ME0
ENSG00000255690	ME0
ENSG00000255693	ME1
ENSG00000255717	ME6
ENSG00000255723	ME0
ENSG00000255730	ME0
ENSG00000255733	ME1
ENSG00000255737	ME0
ENSG00000255760	ME1
ENSG00000255767	ME1
ENSG00000255794	ME2
ENSG00000255801	ME0
ENSG00000255804	ME0
ENSG00000255819	ME3
ENSG00000255823	ME0
ENSG00000255833	ME2
ENSG00000255837	ME1
ENSG00000255839	ME0
ENSG00000255847	ME1
ENSG00000255851	ME0
ENSG00000255856	ME1
ENSG00000255857	ME3
ENSG00000255863	ME8
ENSG00000255867	ME0
ENSG00000255871	ME0
ENSG00000255872	ME1
ENSG00000255874	ME2
ENSG00000255882	ME7
ENSG00000255893	ME0
ENSG00000255910	ME0
ENSG00000255920	ME1
ENSG00000255921	ME16
ENSG00000255949	ME0
ENSG00000255966	ME0
ENSG00000255970	ME0
ENSG00000255980	ME0
ENSG00000255983	ME0
ENSG00000255992	ME1
ENSG00000256006	ME0
ENSG00000256008	ME0
ENSG00000256013	ME0
ENSG00000256028	ME14
ENSG00000256029	ME0
ENSG00000256039	ME1
ENSG00000256040	ME0
ENSG00000256043	ME0
ENSG00000256045	ME0
ENSG00000256053	ME1
ENSG00000256060	ME0
ENSG00000256061	ME0
ENSG00000256073	ME9
ENSG00000256084	ME0
ENSG00000256087	ME1
ENSG00000256092	ME0
ENSG00000256101	ME0
ENSG00000256116	ME0
ENSG00000256124	ME0
ENSG00000256128	ME26
ENSG00000256139	ME0
ENSG00000256150	ME0
ENSG00000256152	ME1
ENSG00000256155	ME1
ENSG00000256185	ME0
ENSG00000256188	ME2
ENSG00000256193	ME0
ENSG00000256195	ME1
ENSG00000256196	ME0
ENSG00000256206	ME0
ENSG00000256218	ME4
ENSG00000256222	ME0
ENSG00000256223	ME6
ENSG00000256229	ME0
ENSG00000256234	ME1
ENSG00000256235	ME3
ENSG00000256249	ME0
ENSG00000256262	ME2
ENSG00000256269	ME1
ENSG00000256271	ME1
ENSG00000256278	ME0
ENSG00000256288	ME0
ENSG00000256294	ME1
ENSG00000256298	ME2
ENSG00000256299	ME1
ENSG00000256312	ME0
ENSG00000256314	ME0
ENSG00000256325	ME0
ENSG00000256339	ME0
ENSG00000256341	ME0
ENSG00000256343	ME0
ENSG00000256349	ME0
ENSG00000256364	ME0
ENSG00000256377	ME2
ENSG00000256381	ME2
ENSG00000256407	ME0
ENSG00000256417	ME0
ENSG00000256422	ME2
ENSG00000256424	ME0
ENSG00000256427	ME1
ENSG00000256433	ME8
ENSG00000256436	ME1
ENSG00000256440	ME0
ENSG00000256442	ME0
ENSG00000256448	ME4
ENSG00000256452	ME0
ENSG00000256453	ME1
ENSG00000256469	ME0
ENSG00000256500	ME2
ENSG00000256504	ME0
ENSG00000256514	ME1
ENSG00000256525	ME1
ENSG00000256537	ME0
ENSG00000256538	ME0
ENSG00000256540	ME0
ENSG00000256546	ME0
ENSG00000256553	ME1
ENSG00000256560	ME0
ENSG00000256566	ME2
ENSG00000256568	ME0
ENSG00000256571	ME0
ENSG00000256574	ME1
ENSG00000256576	ME17
ENSG00000256582	ME0
ENSG00000256588	ME1
ENSG00000256590	ME1
ENSG00000256591	ME1
ENSG00000256597	ME0
ENSG00000256603	ME0
ENSG00000256618	ME0
ENSG00000256628	ME1
ENSG00000256633	ME7
ENSG00000256637	ME0
ENSG00000256646	ME1
ENSG00000256654	ME2
ENSG00000256660	ME5
ENSG00000256671	ME4
ENSG00000256683	ME1
ENSG00000256690	ME2
ENSG00000256705	ME2
ENSG00000256712	ME0
ENSG00000256713	ME0
ENSG00000256742	ME1
ENSG00000256751	ME4
ENSG00000256771	ME1
ENSG00000256797	ME1
ENSG00000256802	ME0
ENSG00000256806	ME2
ENSG00000256810	ME0
ENSG00000256812	ME4
ENSG00000256862	ME1
ENSG00000256870	ME2
ENSG00000256892	ME0
ENSG00000256894	ME0
ENSG00000256904	ME0
ENSG00000256906	ME0
ENSG00000256940	ME1
ENSG00000256948	ME3
ENSG00000256950	ME0
ENSG00000256955	ME1
ENSG00000256966	ME2
ENSG00000256967	ME0
ENSG00000256973	ME1
ENSG00000256977	ME0
ENSG00000256980	ME0
ENSG00000256995	ME0
ENSG00000257017	ME4
ENSG00000257023	ME0
ENSG00000257027	ME17
ENSG00000257052	ME0
ENSG00000257060	ME0
ENSG00000257083	ME0
ENSG00000257086	ME3
ENSG00000257093	ME8
ENSG00000257103	ME2
ENSG00000257108	ME1
ENSG00000257114	ME0
ENSG00000257120	ME0
ENSG00000257126	ME0
ENSG00000257127	ME0
ENSG00000257135	ME6
ENSG00000257139	ME2
ENSG00000257164	ME0
ENSG00000257165	ME0
ENSG00000257167	ME8
ENSG00000257176	ME2
ENSG00000257178	ME4
ENSG00000257180	ME7
ENSG00000257181	ME0
ENSG00000257194	ME0
ENSG00000257218	ME1
ENSG00000257219	ME1
ENSG00000257221	ME1
ENSG00000257225	ME1
ENSG00000257239	ME0
ENSG00000257242	ME1
ENSG00000257258	ME0
ENSG00000257259	ME0
ENSG00000257261	ME1
ENSG00000257262	ME0
ENSG00000257264	ME0
ENSG00000257268	ME1
ENSG00000257275	ME1
ENSG00000257277	ME2
ENSG00000257279	ME0
ENSG00000257285	ME1
ENSG00000257294	ME0
ENSG00000257298	ME1
ENSG00000257303	ME9
ENSG00000257315	ME0
ENSG00000257322	ME0
ENSG00000257335	ME9
ENSG00000257337	ME1
ENSG00000257341	ME1
ENSG00000257342	ME0
ENSG00000257345	ME29
ENSG00000257354	ME0
ENSG00000257365	ME0
ENSG00000257366	ME0
ENSG00000257373	ME0
ENSG00000257379	ME0
ENSG00000257386	ME2
ENSG00000257390	ME0
ENSG00000257391	ME3
ENSG00000257398	ME1
ENSG00000257407	ME0
ENSG00000257410	ME0
